Idiom,Sense,Idiomatic_Sent,Literal_Sent,Idiomatic_Label,Literal_Label
you can't make an omelette without breaking a few eggs,to take effort in order to achieve something nice,"this marathon requires you to pick up some serious slack in your diet and exercise regime because you can ' t make an omelette without breaking a few eggs . ""","this marathon requires you to pick up some serious slack in your diet and exercise regime because you can ' t make make progress without doing the practice . """,O O O O O O O O O O O O O O O O O O O O O O B I O I I I I O O,O O O O O O O O O O O O O O O O O O O O O O O B O I I I O O
white lie,to lie about a small or unimportant matter,you should not be worried about your son ' s white lie .,you should not be worried about your son ' s harmless lie .,O O O O O O O O O O B O O,O O O O O O O O O O B O O
white lie,to lie about a small or unimportant matter,"sometime , even a white lie may disturb your married life .","sometime , even a small lie may disturb your married life .",O O O O B O O O O O O O,O O O O B O O O O O O O
white lie,to lie about a small or unimportant matter,sara ' s white lie led an innocent young man to his death .,sara ' s unimportant lie led an innocent young man to his death .,O O O B O O O O O O O O O O,O O O B O O O O O O O O O O
white lie,to lie about a small or unimportant matter,americans believe a white lie is an acceptable stretching of truth ' s limits .,americans believe a small lie is an acceptable stretching of truth ' s limits .,O O O B O O O O O O O O O O O,O O O B O O O O O O O O O O O
white lie,to lie about a small or unimportant matter,many times a white lie can seem the ideal tool to keep the things around you balanced .,many times a harmless lie can seem the ideal tool to keep the things around you balanced .,O O O B O O O O O O O O O O O O O O,O O O B O O O O O O O O O O O O O O
set off,set out,we would like to set off for paris by 10 o ' clock tomorrow morning .,we would like to start the journey to paris by 10 o ' clock tomorrow morning .,O O O O B I I O O O O O O O O O,O O O O B I I O O O O O O O O O O
set off,to make someone very angry,as soon as the alarm went off it set off the dogs and we didn ' t sleep at all .,as soon as the alarm went off it angered the dogs and we didn ' t sleep at all .,O O O O O O O O B O O O O O O O O O O O O,O O O O O O O O B O O O O O O O O O O O
set off,to make someone very angry,the fact that he cannot remember to take his books to school really sets me off .,the fact that he cannot remember to take his books to school really angers me .,O O O O O O O O O O O O O B O I O,O O O O O O O O O O O O O B O O
set off,to make someone very angry,"be careful , he has a short temper and anything can set him off .","be careful , he has a short temper and anything can make him angry .",O O O O O O O O O O O B O I O,O O O O O O O O O O O B O I O
set off,set out,"at midnight , the manager set off to inspect - how well the employees are working during the night shift .","at midnight , the manager set out to inspect - how well the employees are working during the night shift .",O O O O O O B O O O O O O O O O O O O O O,O O O O O O B O O O O O O O O O O O O O O
set off,set out,let ' s set off for europe together !,let ' s set out for europe together !,O O O O B O O O O,O O O O B O O O O
set off,set out,he set off for the summit at first light .,he set out for the summit at first light .,O O B O O O O O O O,O O B O O O O O O O
set off,set out,we set off for the battlefield tomorrow ; make sure to sleep well .,we set out for the battlefield tomorrow ; make sure to sleep well .,O O B O O O O O O O O O O O,O O B O O O O O O O O O O O
clear the air,get rid of all doubts and negative feelings,"they had a huge misunderstanding , but decided to clear the air by sitting together and discussing things frankly .","they had a huge misunderstanding , but decided to clarify by sitting together and discussing things frankly .",O O O O O O O O O B I I O O O O O O O O,O O O O O O O O O B O O O O O O O O
clear the air,get rid of all doubts and negative feelings,"in order to clear the air about the recent media reports about the company , the chairman decided to address the employees himself .","in order to get rid of concerns and doubts about the recent media reports about the company , the chairman decided to address the employees himself .",O O O B O I O O O O O O O O O O O O O O O O O O,O O O B I I I I I O O O O O O O O O O O O O O O O O O
clear the air,get rid of all doubts and negative feelings,"after they didn ' t invite each other to their birthday parties , susan and jennifer decided it was time for them to clear the air .","after they didn ' t invite each other to their birthday parties , susan and jennifer decided it was time for them to resolve their issues .",O O O O O O O O O O O O O O O O O O O O O O O B I I O,O O O O O O O O O O O O O O O O O O O O O O O B O I O
clear the air,get rid of all doubts and negative feelings,the minister ' s speech cleared the air over his party ' s stand on the controversial legislation .,the minister ' s speech clarified his party ' s stand on the controversial legislation .,O O O O O B O I I O O O O O O O O O O,O O O O O B O O O O O O O O O O
clear the air,get rid of all doubts and negative feelings,"if he holds a grudge against you , why don ' t you speak to him and clear the air ? ""","if he holds a grudge against you , why don ' t you speak to him to fix any misunderstandings ? """,O O O O O O O O O O O O O O O O B I I I O O,O O O O O O O O O O O O O O O O O B I I O O
own accord,without being asked or forced to do something,"fueled by his passion to win the medal , the sprinter ' s feet seemed to move of their own accord and set a blistering pace not seen previously in the competition .","fueled by his passion to win the medal , the sprinter ' s feet seemed to move without being forced to and set a blistering pace not seen previously in the competition .",O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O
own accord,without being asked or forced to do something,"he started cleaning up the place of his own accord , saying that he didn ' t want to burden anyone else with his chores .","he started cleaning up the place without being asked to , saying that he didn ' t want to burden anyone else with his chores .",O O O O O O B O I I O O O O O O O O O O O O O O O O,O O O O O O B I I O O O O O O O O O O O O O O O O O
